bls_code,nest_id,ind_descr,T,T_descr,D,D_descr,SS,SS_descr,S,S_descr,N3D,N3D_descr,N4D,N4D_descr,N5D,N5D_descr,N6D,N6D_descr,parent,parent_descr
311423,1013311423,Dried and Dehydrated Food Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,31142,"Fruit and Vegetable Canning, Pickling, and Drying",311423,Dried and Dehydrated Food Manufacturing ,31142,"Fruit and Vegetable Canning, Pickling, and Drying"
311511,1013311511,Fluid Milk Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,31151,Dairy Product (except Frozen) Manufacturing,311511,Fluid Milk Manufacturing ,31151,Dairy Product (except Frozen) Manufacturing
311512,1013311512,Creamery Butter Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,31151,Dairy Product (except Frozen) Manufacturing,311512,Creamery Butter Manufacturing ,31151,Dairy Product (except Frozen) Manufacturing
311513,1013311513,Cheese Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,31151,Dairy Product (except Frozen) Manufacturing,311513,Cheese Manufacturing ,31151,Dairy Product (except Frozen) Manufacturing
311514,1013311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,31151,Dairy Product (except Frozen) Manufacturing,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",31151,Dairy Product (except Frozen) Manufacturing
311520,1013311520,Ice Cream and Frozen Dessert Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3115,Dairy Product Manufacturing,31152,Ice Cream and Frozen Dessert Manufacturing,311520,Ice Cream and Frozen Dessert Manufacturing,31152,Ice Cream and Frozen Dessert Manufacturing
311611,1013311611,Animal (except Poultry) Slaughtering ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3116,Animal Slaughtering and Processing,31161,Animal Slaughtering and Processing,311611,Animal (except Poultry) Slaughtering ,31161,Animal Slaughtering and Processing
311612,1013311612,Meat Processed from Carcasses ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3116,Animal Slaughtering and Processing,31161,Animal Slaughtering and Processing,311612,Meat Processed from Carcasses ,31161,Animal Slaughtering and Processing
311613,1013311613,Rendering and Meat Byproduct Processing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3116,Animal Slaughtering and Processing,31161,Animal Slaughtering and Processing,311613,Rendering and Meat Byproduct Processing ,31161,Animal Slaughtering and Processing
311615,1013311615,Poultry Processing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3116,Animal Slaughtering and Processing,31161,Animal Slaughtering and Processing,311615,Poultry Processing ,31161,Animal Slaughtering and Processing
311710,1013311710,Seafood Product Preparation and Packaging,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3117,Seafood Product Preparation and Packaging,31171,Seafood Product Preparation and Packaging,311710,Seafood Product Preparation and Packaging,31171,Seafood Product Preparation and Packaging
311811,1013311811,Retail Bakeries ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,31181,Bread and Bakery Product Manufacturing,311811,Retail Bakeries ,31181,Bread and Bakery Product Manufacturing
311812,1013311812,Commercial Bakeries ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,31181,Bread and Bakery Product Manufacturing,311812,Commercial Bakeries ,31181,Bread and Bakery Product Manufacturing
311813,1013311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,31181,Bread and Bakery Product Manufacturing,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",31181,Bread and Bakery Product Manufacturing
311821,1013311821,Cookie and Cracker Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,31182,"Cookie, Cracker, and Pasta Manufacturing",311821,Cookie and Cracker Manufacturing ,31182,"Cookie, Cracker, and Pasta Manufacturing"
311824,1013311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,31182,"Cookie, Cracker, and Pasta Manufacturing",311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",31182,"Cookie, Cracker, and Pasta Manufacturing"
311830,1013311830,Tortilla Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3118,Bakeries and Tortilla Manufacturing,31183,Tortilla Manufacturing,311830,Tortilla Manufacturing,31183,Tortilla Manufacturing
311911,1013311911,Roasted Nuts and Peanut Butter Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31191,Snack Food Manufacturing,311911,Roasted Nuts and Peanut Butter Manufacturing ,31191,Snack Food Manufacturing
311919,1013311919,Other Snack Food Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31191,Snack Food Manufacturing,311919,Other Snack Food Manufacturing ,31191,Snack Food Manufacturing
311920,1013311920,Coffee and Tea Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31192,Coffee and Tea Manufacturing,311920,Coffee and Tea Manufacturing ,31192,Coffee and Tea Manufacturing
311930,1013311930,Flavoring Syrup and Concentrate Manufacturing,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31193,Flavoring Syrup and Concentrate Manufacturing,311930,Flavoring Syrup and Concentrate Manufacturing,31193,Flavoring Syrup and Concentrate Manufacturing
311941,1013311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31194,Seasoning and Dressing Manufacturing,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",31194,Seasoning and Dressing Manufacturing
311942,1013311942,Spice and Extract Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31194,Seasoning and Dressing Manufacturing,311942,Spice and Extract Manufacturing ,31194,Seasoning and Dressing Manufacturing
311991,1013311991,Perishable Prepared Food Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31199,All Other Food Manufacturing,311991,Perishable Prepared Food Manufacturing ,31199,All Other Food Manufacturing
311999,1013311999,All Other Miscellaneous Food Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,311,Food Manufacturing,3119,Other Food Manufacturing,31199,All Other Food Manufacturing,311999,All Other Miscellaneous Food Manufacturing ,31199,All Other Food Manufacturing
312111,1013312111,Soft Drink Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,31211,Soft Drink and Ice Manufacturing,312111,Soft Drink Manufacturing ,31211,Soft Drink and Ice Manufacturing
312112,1013312112,Bottled Water Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,31211,Soft Drink and Ice Manufacturing,312112,Bottled Water Manufacturing ,31211,Soft Drink and Ice Manufacturing
312113,1013312113,Ice Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,31211,Soft Drink and Ice Manufacturing,312113,Ice Manufacturing ,31211,Soft Drink and Ice Manufacturing
312120,1013312120,Breweries,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,31212,Breweries,312120,Breweries,31212,Breweries
312130,1013312130,Wineries ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,31213,Wineries,312130,Wineries ,31213,Wineries
312140,1013312140,Distilleries ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,31214,Distilleries,312140,Distilleries ,31214,Distilleries
312230,1013312230,Tobacco Manufacturing ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3122,Tobacco Manufacturing,31223,Tobacco Manufacturing,312230,Tobacco Manufacturing ,31223,Tobacco Manufacturing
313110,1013313110,"Fiber, Yarn, and Thread Mills ",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3131,"Fiber, Yarn, and Thread Mills",31311,"Fiber, Yarn, and Thread Mills",313110,"Fiber, Yarn, and Thread Mills ",31311,"Fiber, Yarn, and Thread Mills"
313210,1013313210,Broadwoven Fabric Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3132,Fabric Mills,31321,Broadwoven Fabric Mills,313210,Broadwoven Fabric Mills,31321,Broadwoven Fabric Mills
313220,1013313220,Narrow Fabric Mills and Schiffli Machine Embroidery,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3132,Fabric Mills,31322,Narrow Fabric Mills and Schiffli Machine Embroidery,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,31322,Narrow Fabric Mills and Schiffli Machine Embroidery
313230,1013313230,Nonwoven Fabric Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3132,Fabric Mills,31323,Nonwoven Fabric Mills,313230,Nonwoven Fabric Mills,31323,Nonwoven Fabric Mills
313240,1013313240,Knit Fabric Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3132,Fabric Mills,31324,Knit Fabric Mills,313240,Knit Fabric Mills,31324,Knit Fabric Mills
313310,1013313310,Textile and Fabric Finishing Mills ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3133,Textile and Fabric Finishing and Fabric Coating Mills,31331,Textile and Fabric Finishing Mills,313310,Textile and Fabric Finishing Mills ,31331,Textile and Fabric Finishing Mills
313320,1013313320,Fabric Coating Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,313,Textile Mills,3133,Textile and Fabric Finishing and Fabric Coating Mills,31332,Fabric Coating Mills,313320,Fabric Coating Mills,31332,Fabric Coating Mills
314110,1013314110,Carpet and Rug Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3141,Textile Furnishings Mills,31411,Carpet and Rug Mills,314110,Carpet and Rug Mills,31411,Carpet and Rug Mills
314120,1013314120,Curtain and Linen Mills,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3141,Textile Furnishings Mills,31412,Curtain and Linen Mills,314120,Curtain and Linen Mills,31412,Curtain and Linen Mills
314910,1013314910,Textile Bag and Canvas Mills ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3149,Other Textile Product Mills,31491,Textile Bag and Canvas Mills,314910,Textile Bag and Canvas Mills ,31491,Textile Bag and Canvas Mills
314994,1013314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3149,Other Textile Product Mills,31499,All Other Textile Product Mills,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",31499,All Other Textile Product Mills
314999,1013314999,All Other Miscellaneous Textile Product Mills ,10,"Total, All Industries",101,Goods-Producing,1013,Manufacturing,31-33,Manufacturing,314,Textile Product Mills,3149,Other Textile Product Mills,31499,All Other Textile Product Mills,314999,All Other Miscellaneous Textile Product Mills ,31499,All Other Textile Product Mills
